groupOfNumbers = 2
totalNumberOfDraws = 29
totalNumberOfNumbers = 174

numbers,count,probHistory,probTheory,expected,share
19-20,1,0.03448276,0.01275510,0.36989796,0.00229885
11-31,1,0.03448276,0.01275510,0.36989796,0.00229885
26-40,1,0.03448276,0.01275510,0.36989796,0.00229885
5-42,1,0.03448276,0.01275510,0.36989796,0.00229885
10-22,1,0.03448276,0.01275510,0.36989796,0.00229885
31-42,1,0.03448276,0.01275510,0.36989796,0.00229885
11-48,1,0.03448276,0.01275510,0.36989796,0.00229885
6-11,1,0.03448276,0.01275510,0.36989796,0.00229885
45-48,2,0.06896552,0.01275510,0.36989796,0.00459770
40-45,1,0.03448276,0.01275510,0.36989796,0.00229885
6-13,2,0.06896552,0.01275510,0.36989796,0.00459770
21-43,1,0.03448276,0.01275510,0.36989796,0.00229885
11-13,1,0.03448276,0.01275510,0.36989796,0.00229885
11-21,1,0.03448276,0.01275510,0.36989796,0.00229885
6-25,1,0.03448276,0.01275510,0.36989796,0.00229885
11-25,1,0.03448276,0.01275510,0.36989796,0.00229885
25-43,1,0.03448276,0.01275510,0.36989796,0.00229885
1-15,2,0.06896552,0.01275510,0.36989796,0.00459770
5-25,1,0.03448276,0.01275510,0.36989796,0.00229885
15-25,1,0.03448276,0.01275510,0.36989796,0.00229885
20-48,1,0.03448276,0.01275510,0.36989796,0.00229885
5-44,1,0.03448276,0.01275510,0.36989796,0.00229885
15-44,1,0.03448276,0.01275510,0.36989796,0.00229885
25-44,2,0.06896552,0.01275510,0.36989796,0.00459770
5-49,1,0.03448276,0.01275510,0.36989796,0.00229885
25-49,1,0.03448276,0.01275510,0.36989796,0.00229885
44-49,1,0.03448276,0.01275510,0.36989796,0.00229885
5-10,1,0.03448276,0.01275510,0.36989796,0.00229885
10-12,1,0.03448276,0.01275510,0.36989796,0.00229885
7-36,1,0.03448276,0.01275510,0.36989796,0.00229885
12-30,1,0.03448276,0.01275510,0.36989796,0.00229885
10-37,1,0.03448276,0.01275510,0.36989796,0.00229885
21-36,1,0.03448276,0.01275510,0.36989796,0.00229885
12-37,1,0.03448276,0.01275510,0.36989796,0.00229885
10-48,1,0.03448276,0.01275510,0.36989796,0.00229885
1-3,1,0.03448276,0.01275510,0.36989796,0.00229885
3-6,1,0.03448276,0.01275510,0.36989796,0.00229885
1-12,1,0.03448276,0.01275510,0.36989796,0.00229885
1-13,1,0.03448276,0.01275510,0.36989796,0.00229885
19-45,1,0.03448276,0.01275510,0.36989796,0.00229885
3-13,1,0.03448276,0.01275510,0.36989796,0.00229885
1-14,1,0.03448276,0.01275510,0.36989796,0.00229885
3-14,2,0.06896552,0.01275510,0.36989796,0.00459770
8-43,1,0.03448276,0.01275510,0.36989796,0.00229885
43-47,2,0.06896552,0.01275510,0.36989796,0.00459770
15-43,1,0.03448276,0.01275510,0.36989796,0.00229885
8-45,1,0.03448276,0.01275510,0.36989796,0.00229885
45-47,1,0.03448276,0.01275510,0.36989796,0.00229885
15-45,1,0.03448276,0.01275510,0.36989796,0.00229885
13-36,1,0.03448276,0.01275510,0.36989796,0.00229885
29-36,1,0.03448276,0.01275510,0.36989796,0.00229885
3-4,1,0.03448276,0.01275510,0.36989796,0.00229885
38-39,1,0.03448276,0.01275510,0.36989796,0.00229885
10-42,1,0.03448276,0.01275510,0.36989796,0.00229885
7-14,1,0.03448276,0.01275510,0.36989796,0.00229885
3-26,1,0.03448276,0.01275510,0.36989796,0.00229885
14-26,2,0.06896552,0.01275510,0.36989796,0.00459770
9-12,1,0.03448276,0.01275510,0.36989796,0.00229885
9-21,1,0.03448276,0.01275510,0.36989796,0.00229885
9-44,1,0.03448276,0.01275510,0.36989796,0.00229885
21-44,1,0.03448276,0.01275510,0.36989796,0.00229885
25-48,1,0.03448276,0.01275510,0.36989796,0.00229885
9-14,1,0.03448276,0.01275510,0.36989796,0.00229885
10-14,1,0.03448276,0.01275510,0.36989796,0.00229885
9-28,1,0.03448276,0.01275510,0.36989796,0.00229885
10-28,1,0.03448276,0.01275510,0.36989796,0.00229885
14-28,1,0.03448276,0.01275510,0.36989796,0.00229885
26-29,1,0.03448276,0.01275510,0.36989796,0.00229885
10-47,1,0.03448276,0.01275510,0.36989796,0.00229885
15-26,1,0.03448276,0.01275510,0.36989796,0.00229885
26-47,1,0.03448276,0.01275510,0.36989796,0.00229885
28-47,1,0.03448276,0.01275510,0.36989796,0.00229885
26-46,1,0.03448276,0.01275510,0.36989796,0.00229885
10-21,1,0.03448276,0.01275510,0.36989796,0.00229885
21-42,1,0.03448276,0.01275510,0.36989796,0.00229885
22-42,1,0.03448276,0.01275510,0.36989796,0.00229885
14-48,1,0.03448276,0.01275510,0.36989796,0.00229885
15-30,1,0.03448276,0.01275510,0.36989796,0.00229885
21-45,1,0.03448276,0.01275510,0.36989796,0.00229885
25-26,1,0.03448276,0.01275510,0.36989796,0.00229885
25-38,1,0.03448276,0.01275510,0.36989796,0.00229885
25-39,1,0.03448276,0.01275510,0.36989796,0.00229885
25-46,1,0.03448276,0.01275510,0.36989796,0.00229885
1-29,1,0.03448276,0.01275510,0.36989796,0.00229885
1-30,1,0.03448276,0.01275510,0.36989796,0.00229885
26-30,1,0.03448276,0.01275510,0.36989796,0.00229885
26-31,1,0.03448276,0.01275510,0.36989796,0.00229885
9-45,1,0.03448276,0.01275510,0.36989796,0.00229885
14-19,1,0.03448276,0.01275510,0.36989796,0.00229885
19-49,1,0.03448276,0.01275510,0.36989796,0.00229885
20-49,1,0.03448276,0.01275510,0.36989796,0.00229885
45-49,1,0.03448276,0.01275510,0.36989796,0.00229885
48-49,1,0.03448276,0.01275510,0.36989796,0.00229885
9-36,1,0.03448276,0.01275510,0.36989796,0.00229885
9-43,1,0.03448276,0.01275510,0.36989796,0.00229885
36-43,1,0.03448276,0.01275510,0.36989796,0.00229885
36-47,1,0.03448276,0.01275510,0.36989796,0.00229885
