groupOfNumbers = 1
totalNumberOfDraws = 29
totalNumberOfNumbers = 174

numbers,count,probHistory,probTheory,expected,share

40,2,0.06896552,0.12244898,3.55102041,0.01149425
47,4,0.13793103,0.12244898,3.55102041,0.02298851
7,4,0.13793103,0.12244898,3.55102041,0.02298851
24,3,0.10344828,0.12244898,3.55102041,0.01724138
16,2,0.06896552,0.12244898,3.55102041,0.01149425
32,3,0.10344828,0.12244898,3.55102041,0.01724138
23,3,0.10344828,0.12244898,3.55102041,0.01724138
39,6,0.20689655,0.12244898,3.55102041,0.03448276
31,5,0.17241379,0.12244898,3.55102041,0.02873563
8,6,0.20689655,0.12244898,3.55102041,0.03448276
15,5,0.17241379,0.12244898,3.55102041,0.02873563
48,6,0.20689655,0.12244898,3.55102041,0.03448276
46,1,0.03448276,0.12244898,3.55102041,0.00574713
6,5,0.17241379,0.12244898,3.55102041,0.02873563
30,3,0.10344828,0.12244898,3.55102041,0.01724138
22,3,0.10344828,0.12244898,3.55102041,0.01724138
14,7,0.24137931,0.12244898,3.55102041,0.04022989
38,3,0.10344828,0.12244898,3.55102041,0.01724138
29,2,0.06896552,0.12244898,3.55102041,0.01149425
5,5,0.17241379,0.12244898,3.55102041,0.02873563
21,6,0.20689655,0.12244898,3.55102041,0.03448276
13,7,0.24137931,0.12244898,3.55102041,0.04022989
25,7,0.24137931,0.12244898,3.55102041,0.04022989
9,8,0.27586207,0.12244898,3.55102041,0.04597701
17,1,0.03448276,0.12244898,3.55102041,0.00574713
41,2,0.06896552,0.12244898,3.55102041,0.01149425
2,4,0.13793103,0.12244898,3.55102041,0.02298851
44,3,0.10344828,0.12244898,3.55102041,0.01724138
12,6,0.20689655,0.12244898,3.55102041,0.03448276
49,4,0.13793103,0.12244898,3.55102041,0.02298851
26,7,0.24137931,0.12244898,3.55102041,0.04022989
1,5,0.17241379,0.12244898,3.55102041,0.02873563
19,3,0.10344828,0.12244898,3.55102041,0.01724138
43,3,0.10344828,0.12244898,3.55102041,0.01724138
11,3,0.10344828,0.12244898,3.55102041,0.01724138
33,1,0.03448276,0.12244898,3.55102041,0.00574713
42,4,0.13793103,0.12244898,3.55102041,0.02298851
10,4,0.13793103,0.12244898,3.55102041,0.02298851
4,1,0.03448276,0.12244898,3.55102041,0.00574713
36,4,0.13793103,0.12244898,3.55102041,0.02298851
3,4,0.13793103,0.12244898,3.55102041,0.02298851
27,1,0.03448276,0.12244898,3.55102041,0.00574713
34,1,0.03448276,0.12244898,3.55102041,0.00574713
45,4,0.13793103,0.12244898,3.55102041,0.02298851
37,1,0.03448276,0.12244898,3.55102041,0.00574713
28,1,0.03448276,0.12244898,3.55102041,0.00574713
20,1,0.03448276,0.12244898,3.55102041,0.00574713
