groupOfNumbers = 6
totalNumberOfDraws = 1000
totalNumberOfNumbers = 6000

numbers,count,probHistory,probTheory,expected,share

8-17-24-26-28-29,1,0.00100000,0.00000007,0.00007151,0.00100000
8-9-13-15-38-48,1,0.00100000,0.00000007,0.00007151,0.00100000
5-15-33-39-40-42,1,0.00100000,0.00000007,0.00007151,0.00100000
8-9-30-31-45-47,1,0.00100000,0.00000007,0.00007151,0.00100000
8-9-12-20-28-44,1,0.00100000,0.00000007,0.00007151,0.00100000
3-9-36-39-43-47,1,0.00100000,0.00000007,0.00007151,0.00100000
2-5-6-9-10-36,1,0.00100000,0.00000007,0.00007151,0.00100000
1-6-15-26-29-30,1,0.00100000,0.00000007,0.00007151,0.00100000
9-13-17-25-31-41,1,0.00100000,0.00000007,0.00007151,0.00100000
9-11-14-15-33-49,1,0.00100000,0.00000007,0.00007151,0.00100000
1-9-17-30-31-38,1,0.00100000,0.00000007,0.00007151,0.00100000
1-5-15-25-44-49,1,0.00100000,0.00000007,0.00007151,0.00100000
2-12-14-21-39-49,1,0.00100000,0.00000007,0.00007151,0.00100000
6-9-24-28-43-48,1,0.00100000,0.00000007,0.00007151,0.00100000
11-16-33-39-42-44,1,0.00100000,0.00000007,0.00007151,0.00100000
2-8-13-21-22-30,1,0.00100000,0.00000007,0.00007151,0.00100000
6-8-14-22-34-40,1,0.00100000,0.00000007,0.00007151,0.00100000
5-19-34-43-44-46,1,0.00100000,0.00000007,0.00007151,0.00100000
2-5-13-14-15-39,1,0.00100000,0.00000007,0.00007151,0.00100000
11-16-18-23-27-42,1,0.00100000,0.00000007,0.00007151,0.00100000
3-7-21-27-32-45,1,0.00100000,0.00000007,0.00007151,0.00100000
16-21-31-32-36-45,1,0.00100000,0.00000007,0.00007151,0.00100000
6-7-15-27-43-44,1,0.00100000,0.00000007,0.00007151,0.00100000
3-11-19-21-27-44,1,0.00100000,0.00000007,0.00007151,0.00100000
9-12-21-25-44-48,1,0.00100000,0.00000007,0.00007151,0.00100000
7-8-12-16-40-48,1,0.00100000,0.00000007,0.00007151,0.00100000
13-18-32-34-36-39,1,0.00100000,0.00000007,0.00007151,0.00100000
5-8-22-23-37-44,1,0.00100000,0.00000007,0.00007151,0.00100000
1-18-34-45-47-49,1,0.00100000,0.00000007,0.00007151,0.00100000
7-15-21-23-33-49,1,0.00100000,0.00000007,0.00007151,0.00100000
9-22-23-26-39-49,1,0.00100000,0.00000007,0.00007151,0.00100000
6-19-20-25-41-43,1,0.00100000,0.00000007,0.00007151,0.00100000
5-12-13-16-23-24,1,0.00100000,0.00000007,0.00007151,0.00100000
3-12-19-31-40-43,1,0.00100000,0.00000007,0.00007151,0.00100000
18-22-26-30-31-43,1,0.00100000,0.00000007,0.00007151,0.00100000
1-19-26-32-38-41,1,0.00100000,0.00000007,0.00007151,0.00100000
1-5-11-38-42-46,1,0.00100000,0.00000007,0.00007151,0.00100000
2-10-19-25-30-36,1,0.00100000,0.00000007,0.00007151,0.00100000
2-7-11-15-41-46,1,0.00100000,0.00000007,0.00007151,0.00100000
3-7-8-9-24-42,1,0.00100000,0.00000007,0.00007151,0.00100000
2-28-35-46-47-48,1,0.00100000,0.00000007,0.00007151,0.00100000
14-31-33-34-41-42,1,0.00100000,0.00000007,0.00007151,0.00100000
5-10-32-35-37-38,1,0.00100000,0.00000007,0.00007151,0.00100000
13-21-28-29-34-35,1,0.00100000,0.00000007,0.00007151,0.00100000
1-21-25-27-32-47,1,0.00100000,0.00000007,0.00007151,0.00100000
2-3-6-7-43-44,1,0.00100000,0.00000007,0.00007151,0.00100000
2-6-12-24-31-36,1,0.00100000,0.00000007,0.00007151,0.00100000
1-3-10-15-17-44,1,0.00100000,0.00000007,0.00007151,0.00100000
2-6-13-27-35-44,1,0.00100000,0.00000007,0.00007151,0.00100000
2-17-32-39-47-49,1,0.00100000,0.00000007,0.00007151,0.00100000
7-12-15-35-42-47,1,0.00100000,0.00000007,0.00007151,0.00100000
2-12-19-32-39-44,1,0.00100000,0.00000007,0.00007151,0.00100000
5-8-11-31-42-48,1,0.00100000,0.00000007,0.00007151,0.00100000
1-22-23-24-42-44,1,0.00100000,0.00000007,0.00007151,0.00100000
6-10-15-16-17-27,1,0.00100000,0.00000007,0.00007151,0.00100000
3-10-15-30-31-49,1,0.00100000,0.00000007,0.00007151,0.00100000
9-10-14-26-28-47,1,0.00100000,0.00000007,0.00007151,0.00100000
3-17-18-20-29-30,1,0.00100000,0.00000007,0.00007151,0.00100000
6-11-13-21-25-43,1,0.00100000,0.00000007,0.00007151,0.00100000
2-10-22-26-31-40,1,0.00100000,0.00000007,0.00007151,0.00100000
24-31-33-34-44-49,1,0.00100000,0.00000007,0.00007151,0.00100000
8-14-23-30-42-44,1,0.00100000,0.00000007,0.00007151,0.00100000
5-10-12-30-37-48,1,0.00100000,0.00000007,0.00007151,0.00100000
11-14-18-20-30-41,1,0.00100000,0.00000007,0.00007151,0.00100000
18-40-42-43-45-49,1,0.00100000,0.00000007,0.00007151,0.00100000
1-3-6-12-13-14,1,0.00100000,0.00000007,0.00007151,0.00100000
11-15-19-27-28-45,1,0.00100000,0.00000007,0.00007151,0.00100000
2-13-21-26-31-35,1,0.00100000,0.00000007,0.00007151,0.00100000
6-25-32-35-41-44,1,0.00100000,0.00000007,0.00007151,0.00100000
1-6-8-35-38-49,1,0.00100000,0.00000007,0.00007151,0.00100000
8-15-23-43-45-47,1,0.00100000,0.00000007,0.00007151,0.00100000
3-13-19-35-40-43,1,0.00100000,0.00000007,0.00007151,0.00100000
1-6-12-36-37-49,1,0.00100000,0.00000007,0.00007151,0.00100000
4-7-25-30-41-44,1,0.00100000,0.00000007,0.00007151,0.00100000
4-13-14-16-38-47,1,0.00100000,0.00000007,0.00007151,0.00100000
8-29-30-39-44-48,1,0.00100000,0.00000007,0.00007151,0.00100000
8-12-21-23-40-48,1,0.00100000,0.00000007,0.00007151,0.00100000
11-20-21-27-39-46,1,0.00100000,0.00000007,0.00007151,0.00100000
26-28-33-41-43-47,1,0.00100000,0.00000007,0.00007151,0.00100000
1-22-32-33-38-44,1,0.00100000,0.00000007,0.00007151,0.00100000
1-9-25-41-42-48,1,0.00100000,0.00000007,0.00007151,0.00100000
6-7-24-31-34-42,1,0.00100000,0.00000007,0.00007151,0.00100000
8-14-15-28-40-46,1,0.00100000,0.00000007,0.00007151,0.00100000
2-6-13-18-20-47,1,0.00100000,0.00000007,0.00007151,0.00100000
5-6-14-36-40-48,1,0.00100000,0.00000007,0.00007151,0.00100000
7-13-21-29-31-36,1,0.00100000,0.00000007,0.00007151,0.00100000
4-16-24-29-30-32,1,0.00100000,0.00000007,0.00007151,0.00100000
3-4-7-8-14-26,1,0.00100000,0.00000007,0.00007151,0.00100000
6-14-22-30-46-47,1,0.00100000,0.00000007,0.00007151,0.00100000
