groupOfNumbers = 1
totalNumberOfDraws = 1000
totalNumberOfNumbers = 6000

numbers,count,probHistory,probTheory,expected,share

40,113,0.11300000,0.12244898,122.44897959,0.01883333
47,122,0.12200000,0.12244898,122.44897959,0.02033333
7,132,0.13200000,0.12244898,122.44897959,0.02200000
24,123,0.12300000,0.12244898,122.44897959,0.02050000
16,119,0.11900000,0.12244898,122.44897959,0.01983333
32,118,0.11800000,0.12244898,122.44897959,0.01966667
23,120,0.12000000,0.12244898,122.44897959,0.02000000
39,135,0.13500000,0.12244898,122.44897959,0.02250000
31,114,0.11400000,0.12244898,122.44897959,0.01900000
8,112,0.11200000,0.12244898,122.44897959,0.01866667
15,123,0.12300000,0.12244898,122.44897959,0.02050000
48,123,0.12300000,0.12244898,122.44897959,0.02050000
46,130,0.13000000,0.12244898,122.44897959,0.02166667
6,121,0.12100000,0.12244898,122.44897959,0.02016667
30,128,0.12800000,0.12244898,122.44897959,0.02133333
22,120,0.12000000,0.12244898,122.44897959,0.02000000
14,123,0.12300000,0.12244898,122.44897959,0.02050000
38,141,0.14100000,0.12244898,122.44897959,0.02350000
29,103,0.10300000,0.12244898,122.44897959,0.01716667
5,133,0.13300000,0.12244898,122.44897959,0.02216667
21,131,0.13100000,0.12244898,122.44897959,0.02183333
13,121,0.12100000,0.12244898,122.44897959,0.02016667
25,123,0.12300000,0.12244898,122.44897959,0.02050000
9,113,0.11300000,0.12244898,122.44897959,0.01883333
17,140,0.14000000,0.12244898,122.44897959,0.02333333
41,119,0.11900000,0.12244898,122.44897959,0.01983333
2,144,0.14400000,0.12244898,122.44897959,0.02400000
44,121,0.12100000,0.12244898,122.44897959,0.02016667
12,135,0.13500000,0.12244898,122.44897959,0.02250000
49,141,0.14100000,0.12244898,122.44897959,0.02350000
26,124,0.12400000,0.12244898,122.44897959,0.02066667
1,127,0.12700000,0.12244898,122.44897959,0.02116667
19,127,0.12700000,0.12244898,122.44897959,0.02116667
43,127,0.12700000,0.12244898,122.44897959,0.02116667
11,120,0.12000000,0.12244898,122.44897959,0.02000000
33,107,0.10700000,0.12244898,122.44897959,0.01783333
42,114,0.11400000,0.12244898,122.44897959,0.01900000
10,134,0.13400000,0.12244898,122.44897959,0.02233333
4,115,0.11500000,0.12244898,122.44897959,0.01916667
36,125,0.12500000,0.12244898,122.44897959,0.02083333
35,101,0.10100000,0.12244898,122.44897959,0.01683333
3,119,0.11900000,0.12244898,122.44897959,0.01983333
27,122,0.12200000,0.12244898,122.44897959,0.02033333
34,107,0.10700000,0.12244898,122.44897959,0.01783333
45,117,0.11700000,0.12244898,122.44897959,0.01950000
37,112,0.11200000,0.12244898,122.44897959,0.01866667
28,124,0.12400000,0.12244898,122.44897959,0.02066667
20,127,0.12700000,0.12244898,122.44897959,0.02116667
18,110,0.11000000,0.12244898,122.44897959,0.01833333
